,subject_id,round,rate1,rate2,treatment,max_labor,chosen_labor,personality,raw_response
258,59,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
259,60,3,25,40,1,440,20.0,neutral,I choose to work for an income of 400 cents.
260,61,3,25,40,1,440,20.0,neutral,I would like to work for 400 cents.
261,62,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
262,63,3,25,40,1,440,20.0,neutral,I would like to earn an income of 400 cents.
263,64,3,25,40,1,440,20.0,neutral,I would like to earn an income of 400 cents.
264,65,3,25,40,1,440,20.0,neutral,I will choose an income of 400 cents.
265,66,3,25,40,1,440,22.0,neutral,"You can choose to work for 440 cents or select a different income up to that amount. 

If you choose 440 cents:
- Tax payment = 440 cents * 40% = 176 cents
- Payoff = 440 cents - 176 cents = 264 cents

If you want to choose a different income, please specify the amount (up to 440 cents) you'd like to earn."
266,67,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
267,68,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
268,69,3,25,40,1,440,20.0,neutral,I would like to earn an income of 400 cents.
269,70,3,25,40,1,440,20.0,neutral,I will choose to earn an income of 400 cents.
270,71,3,25,40,1,440,20.0,neutral,I will choose an income of 400 cents.
271,72,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
272,73,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
273,74,3,25,40,1,440,20.0,neutral,I would like to work for an income of 400 cents.
274,75,3,25,40,1,440,20.0,neutral,"Please choose an income of 400 cents or lower to avoid the higher tax rate, or indicate if you would like to proceed with 440 cents. Your options are:

- 400 cents (tax payment = 100 cents, payoff = 300 cents)
- 390 cents (tax payment = 97.5 cents, payoff = 292.5 cents)
- 380 cents (tax payment = 95 cents, payoff = 285 cents)
- 370 cents (tax payment = 92.5 cents, payoff = 277.5 cents)
- 360 cents (tax payment = 90 cents, payoff = 270 cents)
- 350 cents (tax payment = 87.5 cents, payoff = 262.5 cents)
- 340 cents (tax payment = 85 cents, payoff = 255 cents)
- 330 cents (tax payment = 82.5 cents, payoff = 247.5 cents)
- 320 cents (tax payment = 80 cents, payoff = 240 cents)
- 310 cents (tax payment = 77.5 cents, payoff = 232.5 cents)
- 300 cents (tax payment = 75 cents, payoff = 225 cents)
- 290 cents (tax payment = 72.5 cents, payoff = 217.5 cents)
- 280 cents (tax payment = 70 cents, payoff = 210 cents)
- 270 cents (tax payment = 67.5 cents, payoff = 202.5 cents)
- 260 cents (tax payment = 65 cents, payoff = 195 cents)
- 250 cents (tax payment = 62.5 cents, payoff = 187.5 cents)
- 240 cents (tax payment = 60 cents, payoff = 180 cents)
- 230 cents (tax payment = 57.5 cents, payoff = 172.5 cents)
- 220 cents (tax payment = 55 cents, payoff = 165 cents)
- 210 cents (tax payment = 52.5 cents, payoff = 157.5 cents)
- 200 cents (tax payment = 50 cents, payoff = 150 cents)
- 190 cents (tax payment = 47.5 cents, payoff = 142.5 cents)
- 180 cents (tax payment = 45 cents, payoff = 135 cents)
- 170 cents (tax payment = 42.5 cents, payoff = 127.5 cents)
- 160 cents (tax payment = 40 cents, payoff = 120 cents)
- 150 cents (tax payment = 37.5 cents, payoff = 112.5 cents)
- 140 cents (tax payment = 35 cents, payoff = 105 cents)
- 130 cents (tax payment = 32.5 cents, payoff = 97.5 cents)
- 120 cents (tax payment = 30 cents, payoff = 90 cents)
- 110 cents (tax payment = 27.5 cents, payoff = 82.5 cents)
- 100 cents (tax payment = 25 cents, payoff = 75 cents)
- 90 cents (tax payment = 22.5 cents, payoff = 67.5 cents)
- 80 cents (tax payment = 20 cents, payoff = 60 cents)
- 70 cents (tax payment = 17.5 cents, payoff = 52.5 cents)
- 60 cents (tax payment = 15 cents, payoff = 45 cents)
- 50 cents (tax payment = 12.5 cents, payoff = 37.5 cents)
- 40 cents (tax payment = 10 cents, payoff = 30 cents)
- 30 cents (tax payment = 7.5 cents, payoff = 22.5 cents)
- 20 cents (tax payment = 5 cents, payoff = 15 cents)
- 10 cents (tax payment = 2.5 cents, payoff = 7.5 cents)
- 0 cents (tax payment = 0 cents, payoff = 0 cents)

What would you like to choose?"
275,76,3,25,40,1,440,20.0,neutral,I will choose an income of 400 cents.
276,77,3,25,40,1,440,20.0,neutral,I would like to earn an income of 400 cents.
277,78,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
278,79,3,25,40,1,440,20.0,neutral,I would like to earn an income of 400 cents.
279,80,3,25,40,1,440,20.0,neutral,I will choose to earn an income of 400 cents.
280,81,3,25,40,1,440,20.0,neutral,I choose to work for an income of 400 cents.
281,82,3,25,40,1,440,20.0,neutral,I choose to earn an income of 400 cents.
282,83,3,25,40,1,440,20.0,neutral,"I would choose an income of 400 cents. 

This would result in a tax payment of 100 cents (25% of 400), giving me a total payoff of 300 cents. It allows me to maximize my payoff while minimizing the tax rate."
283,84,3,25,40,1,440,20.0,neutral,"I will choose an income of 400 cents. 

Here’s the breakdown:  
- Tax payment: 25% of 400 cents = 100 cents  
- Payoff: 400 cents - 100 cents = 300 cents  

This choice allows me to maximize my payoff while staying within the lower tax rate."
284,85,3,25,40,1,440,20.0,neutral,"I will choose an income of 400 cents. 

Now, I will calculate my tax payment and payoff:

- Income: 400 cents
- Tax Rate: 25%
- Tax Payment: 400 * 0.25 = 100 cents
- Payoff: 400 - 100 = 300 cents

I choose to earn 400 cents."
285,86,3,25,40,1,440,20.0,neutral,I will choose an income of 400 cents.
286,87,3,25,40,1,440,22.0,neutral,"You can choose an income of 440 cents, but keep in mind the tax implications. 

If you choose 440 cents:
- Your tax payment will be 40% of 440 cents, which equals 176 cents.
- Your payoff will be 440 cents - 176 cents = 264 cents.

Alternatively, you can choose an income that is equal to or below 400 cents to benefit from the lower tax rate of 25%. Here’s how the calculations would look for some alternative incomes:

- If you choose 400 cents:
  - Tax payment = 25% of 400 = 100 cents.
  - Payoff = 400 - 100 = 300 cents.

- If you choose 300 cents:
  - Tax payment = 25% of 300 = 75 cents.
  - Payoff = 300 - 75 = 225 cents.

- If you choose 200 cents:
  - Tax payment = 25% of 200 = 50 cents.
  - Payoff = 200 - 50 = 150 cents.

Please decide whether you want to choose 440 cents or a different income amount."
287,88,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
288,89,3,25,40,1,440,20.0,neutral,"I will choose to work for 400 cents. 

This way, my tax payment will be 25% of 400 cents, which equals 100 cents. My payoff would then be 400 - 100 = 300 cents."
289,90,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
290,91,3,25,40,1,440,20.0,neutral,"I will choose an income of 400 cents. 

The tax payment at this income level would be 100 cents (25% of 400), leading to a payoff of 300 cents."
291,92,3,25,40,1,440,20.0,neutral,I choose to work for 400 cents.
292,93,3,25,40,1,440,20.0,neutral,"I will choose an income of 400 cents. 

- Tax payment: 25% of 400 cents = 100 cents
- Payoff: 400 cents - 100 cents = 300 cents

This allows for a lower tax rate while maximizing my payoff."
293,94,3,25,40,1,440,20.0,neutral,I will choose to earn an income of 400 cents.
294,95,3,25,40,1,440,20.0,neutral,I will choose an income of 400 cents.
295,96,3,25,40,1,440,20.0,neutral,I would like to choose an income of 400 cents.
296,97,3,25,40,1,440,20.0,neutral,"I would like to choose an income of 400 cents. This way, my tax payment will be 100 cents (25% of 400 cents), and my payoff will be 300 cents."
297,98,3,25,40,1,440,20.0,neutral,I will choose an income of 400 cents.
298,99,3,25,40,1,440,20.0,neutral,"I will choose an income of 400 cents. 

This results in a tax payment of 100 cents (25% of 400), and my payoff will be 300 cents."
299,100,3,25,40,1,440,20.0,neutral,I will choose an income of 400 cents.
300,1,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
301,2,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
302,3,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
303,4,4,25,40,1,280,14.0,neutral,I will choose to work for an income of 280 cents.
304,5,4,25,40,1,280,14.0,neutral,I will choose an income of 280 cents.
305,6,4,25,40,1,280,14.0,neutral,I will choose to earn an income of 280 cents.
306,7,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
307,8,4,25,40,1,280,14.0,neutral,I will choose to work for an income of 280 cents.
308,9,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
309,10,4,25,40,1,280,14.0,neutral,I will choose to work for an income of 280 cents.
310,11,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
311,12,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
312,13,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
313,14,4,25,40,1,280,14.0,neutral,I would like to earn an income of 280 cents.
314,15,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
315,16,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
316,17,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
317,18,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
318,19,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
319,20,4,25,40,1,280,14.0,neutral,I will choose to earn an income of 280 cents.
320,21,4,25,40,1,280,14.0,neutral,"In this round, I choose to work for 280 cents."
321,22,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
322,23,4,25,40,1,280,14.0,neutral,I would like to earn an income of 280 cents.
323,24,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
324,25,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
325,26,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
326,27,4,25,40,1,280,14.0,neutral,I will choose an income of 280 cents.
327,28,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
328,29,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
329,30,4,25,40,1,280,14.0,neutral,I will choose to earn the income of 280 cents.
330,31,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
331,32,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
332,33,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
333,34,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents for this round.
334,35,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
335,36,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
336,37,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
337,38,4,25,40,1,280,14.0,neutral,I would like to work for 280 cents.
338,39,4,25,40,1,280,14.0,neutral,I will choose an income of 280 cents.
339,40,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
340,41,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
341,42,4,25,40,1,280,14.0,neutral,I will choose to work for an income of 280 cents.
342,43,4,25,40,1,280,14.0,neutral,I will choose to work for an income of 280 cents.
343,44,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
344,45,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
345,46,4,25,40,1,280,14.0,neutral,I would like to work for an income of 280 cents.
346,47,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
347,48,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
348,49,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
349,50,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
350,51,4,25,40,1,280,14.0,neutral,I will choose to earn an income of 280 cents.
351,52,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
352,53,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
353,54,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
354,55,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
355,56,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
356,57,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
357,58,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
358,59,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
359,60,4,25,40,1,280,14.0,neutral,I choose to earn an income of 280 cents.
360,61,4,25,40,1,280,14.0,neutral,I will choose to earn an income of 280 cents.
361,62,4,25,40,1,280,14.0,neutral,I would like to earn an income of 280 cents.
362,63,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
363,64,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
364,65,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
365,66,4,25,40,1,280,14.0,neutral,I will choose an income of 280 cents.
366,67,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
367,68,4,25,40,1,280,14.0,neutral,I would like to earn an income of 280 cents.
368,69,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
369,70,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
370,71,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
371,72,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
372,73,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
373,74,4,25,40,1,280,14.0,neutral,I will choose to work for an income of 280 cents.
374,75,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
375,76,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
376,77,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
377,78,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
378,79,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
379,80,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
380,81,4,25,40,1,280,14.0,neutral,I choose to work for an income of 280 cents.
381,82,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
382,83,4,25,40,1,280,14.0,neutral,I choose to work for 280 cents.
383,84,4,25,40,1,280,14.0,neutral,I would like to choose an income of 280 cents.
384,85,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
385,86,4,25,40,1,280,14.0,neutral,I will choose an income of 280 cents.
386,87,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
387,88,4,25,40,1,280,14.0,neutral,I would like to earn an income of 280 cents.
388,89,4,25,40,1,280,14.0,neutral,I will choose to work for 280 cents.
